Event []	DATE/TIME []	Location []	IUCN Red List status []	Species []	LATITUDE []	LONGITUDE []	DEPTH, water [m]	Temperature, water [°C]	Latitude 2 []	Longitude 2 []	Uniform resource locator/link to reference []
PS132_1-2	1980-09-02T18:30:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	70.49999999999993	17.5	0.075	0.9111375724828282	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-09-02T19:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	70.59999999999992	18.0	0.08	0.05939820168813659	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-09-02T19:30:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	70.69999999999992	18.5	0.085	0.19781391735887965	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-09-02T20:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	70.79999999999991	19.0	0.09	0.41826143767636637	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-09-02T20:30:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	70.8999999999999	19.5	0.095	0.7666994335413952	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-09-02T21:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	70.9999999999999	20.0	0.1	0.014394259064516746	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-09-02T21:30:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	71.0999999999999	20.5	0.105	0.2268482407946485	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-09-02T22:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	71.19999999999989	21.0	0.11	0.5054244094597957	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-09-02T22:30:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	71.29999999999988	21.5	0.115	0.9669850914640394	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-09-02T23:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	71.39999999999988	22.0	0.12	0.9871085393245409	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-09-02T23:30:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	71.49999999999987	22.5	0.125	0.6629345184356391	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T00:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	71.59999999999987	23.0	0.13	0.9478238120650935	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T00:30:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	71.69999999999986	23.5	0.135	0.17591882283304605	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T01:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	71.79999999999986	24.0	0.14	0.06957239184208208	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T01:30:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	71.89999999999985	24.5	0.145	0.46174128221290633	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T02:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	71.99999999999984	25.0	0.15	0.17911372178036056	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T02:30:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	72.09999999999984	25.5	0.155	0.6940158062644761	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T03:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	72.19999999999983	26.0	0.16	0.1348140408454669	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T03:30:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	72.29999999999983	26.5	0.165	0.9026930578053314	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T04:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	72.39999999999982	27.0	0.17	0.7829229000659288	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T04:30:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	72.49999999999982	27.5	0.175	0.5936812820318547	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T05:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	72.59999999999981	28.0	0.18	0.635147634272193	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T05:30:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	72.6999999999998	28.5	0.185	0.9984193931770111	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T06:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	72.7999999999998	29.0	0.19	0.24662479984931107	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T06:30:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	72.89999999999979	29.5	0.195	0.8327960155085331	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T07:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	72.99999999999979	30.0	0.2	0.7637197542580654	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T07:30:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	73.09999999999978	30.5	0.205	0.9641819890387786	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T08:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	73.19999999999978	31.0	0.21	0.8984643699864656	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T08:30:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	73.29999999999977	31.5	0.215	0.9781387295607304	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T09:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	73.39999999999976	32.0	0.22	0.4194809346782584	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T09:30:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	73.49999999999976	32.5	0.225	0.4738525408254567	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T10:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	73.59999999999975	33.0	0.23	0.4692538272999145	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T10:30:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	73.69999999999975	33.5	0.235	0.49451692690467686	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T11:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	73.79999999999974	34.0	0.24	0.5003226382964098	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T11:30:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	73.89999999999974	34.5	0.245	0.32093504799242156	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T12:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	73.99999999999973	35.0	0.25	0.44221241751299645	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T12:30:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	74.09999999999972	35.5	0.255	0.5647786565599315	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T13:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	74.19999999999972	36.0	0.26	0.7006677280172412	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T13:30:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	74.29999999999971	36.5	0.265	0.8087468297978819	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T14:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	74.39999999999971	37.0	0.27	0.13646875065842767	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T14:30:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	74.4999999999997	37.5	0.275	0.11825160400387313	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T15:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	74.5999999999997	38.0	0.28	0.15537718559571856	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T15:30:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	74.69999999999969	38.5	0.285	0.6444079356388971	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T16:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	74.79999999999968	39.0	0.29	0.8770562556984065	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T16:30:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	74.89999999999968	39.5	0.295	0.9903341115218015	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T17:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	74.99999999999967	40.0	0.3	0.41850272517419995	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T17:30:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	75.09999999999967	40.5	0.305	0.8465764518906583	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T18:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	75.19999999999966	41.0	0.31	0.98595221967644	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T18:30:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	75.29999999999966	41.5	0.315	0.29223165859496447	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T19:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	75.39999999999965	42.0	0.32	0.6798673973018589	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T19:30:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	75.49999999999964	42.5	0.325	0.6856922954837691	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T20:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	75.59999999999964	43.0	0.33	0.6204506738394018	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T20:30:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	75.69999999999963	43.5	0.335	0.4726344950086674	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T21:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	75.79999999999963	44.0	0.34	0.9436445771157412	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T21:30:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	75.89999999999962	44.5	0.345	0.6979471272818648	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T22:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	75.99999999999962	45.0	0.35	0.10528672436166531	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T22:30:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	76.09999999999961	45.5	0.355	0.14595531820756502	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T23:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	76.1999999999996	46.0	0.36	0.19347961895169707	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-10-02T23:30:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	76.2999999999996	46.5	0.365	0.4407794866782059	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T00:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	76.3999999999996	47.0	0.37	0.5901123400863113	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T00:30:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	76.49999999999959	47.5	0.375	0.9234314245414436	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T01:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	76.59999999999958	48.0	0.38	0.26193519452146286	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T01:30:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	76.69999999999958	48.5	0.385	0.19380086641529914	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T02:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	76.79999999999957	49.0	0.39	0.6916169667396225	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T02:30:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	76.89999999999957	49.5	0.395	0.045194178726185474	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T03:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	76.99999999999956	50.0	0.4	0.9656133092985297	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T03:30:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	77.09999999999955	50.5	0.405	0.6518073182980884	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T04:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	77.19999999999955	51.0	0.41	0.7399763372432718	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T04:30:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	77.29999999999954	51.5	0.415	0.13515895733247385	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T05:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	77.39999999999954	52.0	0.42	0.4323922383689699	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T05:30:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	77.49999999999953	52.5	0.425	0.603323089015324	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T06:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	77.59999999999953	53.0	0.43	0.41943533230578156	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T06:30:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	77.69999999999952	53.5	0.435	0.5083968214312334	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T07:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	77.79999999999951	54.0	0.44	0.9624215760166094	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T07:30:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	77.89999999999951	54.5	0.445	0.7497334890218451	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T08:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	77.9999999999995	55.0	0.45	0.9140133204258284	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T08:30:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	78.0999999999995	55.5	0.455	0.8737658954034284	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T09:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	78.19999999999949	56.0	0.46	0.5597699093240722	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T09:30:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	78.29999999999949	56.5	0.465	0.2754983043822802	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T10:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	78.39999999999948	57.0	0.47	0.7478957520491587	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T10:30:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	78.49999999999947	57.5	0.475	0.029097884408457397	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T11:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	78.59999999999947	58.0	0.48	0.1628241908967697	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T11:30:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	78.69999999999946	58.5	0.485	0.9624535883542268	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T12:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	78.79999999999946	59.0	0.49	0.7906448349191574	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T12:30:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	78.89999999999945	59.5	0.495	0.19505048561736538	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T13:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	78.99999999999945	60.0	0.5	0.021026354330769825	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T13:30:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	79.09999999999944	60.5	0.505	0.9874199782779215	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T14:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	79.19999999999943	61.0	0.51	0.6231885564265071	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T14:30:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	79.29999999999943	61.5	0.515	0.5506354974800569	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T15:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	79.39999999999942	62.0	0.52	0.32653179236576435	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T15:30:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	79.49999999999942	62.5	0.525	0.08959605168553608	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T16:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	79.59999999999941	63.0	0.53	0.7041298627338641	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T16:30:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	79.6999999999994	63.5	0.535	0.9435526191485597	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T17:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	79.7999999999994	64.0	0.54	0.1309514264928593	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T17:30:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	79.8999999999994	64.5	0.545	0.1927645278570964	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T18:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	79.99999999999939	65.0	0.55	0.2311356012040119	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T18:30:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	80.09999999999938	65.5	0.555	0.951894927516112	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T19:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	80.19999999999938	66.0	0.56	0.12165002512819001	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T19:30:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	80.29999999999937	66.5	0.565	0.8688917429423476	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T20:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	80.39999999999937	67.0	0.57	0.04074734965493587	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T20:30:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	80.49999999999936	67.5	0.575	0.22545767045180265	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T21:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	80.59999999999935	68.0	0.58	0.5728683185283991	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T21:30:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	80.69999999999935	68.5	0.585	0.36144628336786166	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T22:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	80.79999999999934	69.0	0.59	0.41714952604356703	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T22:30:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	80.89999999999934	69.5	0.595	0.06433786594478752	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T23:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	80.99999999999933	70.0	0.6	0.7857251001601955	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-11-02T23:30:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	81.09999999999933	70.5	0.605	0.8856809296044583	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-12-02T00:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	81.19999999999932	71.0	0.61	0.5818595738033142	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-12-02T00:30:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	81.29999999999932	71.5	0.615	0.42415132419754886	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-12-02T01:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	81.39999999999931	72.0	0.62	0.6765717957660835	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-12-02T01:30:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	81.4999999999993	72.5	0.625	0.7478310380131757	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-12-02T02:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	81.5999999999993	73.0	0.63	0.06899092812122953	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-12-02T02:30:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	81.69999999999929	73.5	0.635	0.7872610277318861	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-12-02T03:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	81.79999999999929	74.0	0.64	0.39808426565175736	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-12-02T03:30:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	81.89999999999928	74.5	0.645	0.5625061473095079	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132_1-2	1980-12-02T04:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	81.99999999999928	75.0	0.65	0.9040834701199463	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
